hand,wcj,minscore,mindist
32 3 10 14 19 44 31 16 50 22,0,60,4
20 6 29 52 28 49 27 7 5 31,26,19,2
11 19 9 16 36 49 0 34 26 2,31,60,4
34 30 28 11 2 39 7 31 44 16,46,38,4
30 5 35 2 3 36 51 44 26 11,14,60,4
30 3 0 48 4 34 14 49 22 20,50,60,4
28 5 31 47 52 51 8 22 16 30,39,49,3
33 50 39 40 46 47 18 20 30 38,4,37,2
50 46 52 44 24 5 10 49 32 37,48,31,2
50 28 46 35 33 6 25 40 48 21,15,59,4
10 51 18 0 26 15 39 6 52 34,47,28,2
52 41 0 27 37 47 48 17 12 38,35,23,3
43 48 5 24 41 35 52 31 45 11,12,52,3
24 7 38 34 0 49 12 42 19 37,2,60,5
4 48 39 18 3 11 17 34 2 8,50,25,2
34 52 50 46 40 39 37 44 24 38,8,10,1
15 9 12 13 10 21 49 6 16 22,37,60,3
52 17 16 48 52 14 25 45 7 4,50,32,2
25 49 50 18 48 28 26 36 39 1,20,38,4
26 34 20 43 35 3 42 17 52 30,22,21,2
29 45 52 31 4 52 25 49 7 17,28,37,3
34 4 52 49 6 5 1 46 52 0,31,15,1
10 35 43 15 39 14 16 38 48 18,49,25,3
22 27 16 24 52 19 23 20 5 13,14,9,1
46 4 22 11 41 3 33 44 50 35,21,60,4
36 5 47 4 25 29 12 20 21 46,1,60,4
15 7 46 32 41 37 5 52 16 23,9,48,4
49 5 11 9 44 42 43 27 14 34,46,53,3
11 28 52 31 50 9 45 7 2 33,34,51,3
20 13 15 16 27 52 34 29 32 39,41,16,2
52 39 6 32 1 33 41 8 14 4,43,12,2
46 52 4 9 42 22 26 23 48 39,37,30,3
48 12 39 1 9 40 28 4 29 36,27,28,3
52 2 26 15 8 4 31 19 28 17,47,15,2
24 14 26 4 32 50 30 20 52 37,27,17,2
52 36 15 0 24 8 30 35 18 40,39,40,3
51 39 17 47 5 31 52 21 0 48,32,44,3
20 9 50 28 1 8 40 38 4 37,16,60,4
6 43 46 25 21 31 24 4 19 36,22,60,4
52 2 46 40 4 33 1 0 30 23,39,19,2
52 21 32 42 48 14 26 29 52 46,9,22,3
14 30 48 1 21 29 38 52 34 40,27,10,1
27 10 26 40 42 28 38 47 43 15,39,38,2
32 38 14 48 9 52 33 15 52 25,35,0,0
41 12 11 35 50 19 52 17 46 10,9,23,2
15 3 44 33 47 51 19 6 43 9,35,51,4
35 1 20 52 47 16 34 28 23 7,33,22,3
47 42 22 45 11 36 5 34 13 37,35,42,3
3 7 25 52 12 17 42 24 28 14,51,22,2
12 52 52 3 17 4 11 42 14 9,25,3,1
17 38 25 52 52 42 47 9 31 49,37,28,3
43 33 34 41 27 9 22 6 3 18,15,48,3
38 37 42 49 24 4 6 9 14 34,48,52,4
50 10 7 38 1 11 27 39 8 33,9,60,3
11 40 30 43 2 24 10 47 29 52,46,44,3
46 52 4 31 8 6 13 29 22 28,2,27,3
46 6 45 22 36 7 18 43 30 2,37,60,4
43 7 38 42 35 3 28 21 17 9,6,60,4
52 43 36 20 41 4 29 31 21 42,37,28,2
15 23 1 13 17 25 27 7 16 39,5,39,3
35 43 41 6 33 50 44 18 46 47,32,40,2
29 45 49 46 40 39 4 28 15 5,41,20,2
33 35 1 5 41 47 31 34 43 49,8,23,2
5 22 52 32 25 8 52 30 51 33,38,10,1
1 33 26 8 4 0 29 17 3 31,11,55,3
24 7 50 23 49 52 32 45 30 42,26,56,3
30 17 11 48 23 33 13 19 27 42,35,45,4
52 35 13 2 49 8 1 51 6 40,22,12,2
52 15 49 51 52 20 41 34 6 9,29,37,2
13 14 22 48 49 42 39 8 1 35,38,35,3
52 25 26 44 46 7 17 52 45 40,37,20,3
21 51 38 33 30 9 39 23 16 50,11,52,3
29 17 51 24 19 40 25 14 45 7,28,60,4
36 14 46 4 27 31 47 41 16 17,26,60,4
14 48 38 45 8 2 5 32 20 24,0,60,5
33 51 10 29 11 21 23 7 26 8,48,60,3
26 11 20 2 31 33 12 1 52 4,19,40,2
6 29 26 39 47 1 35 3 45 9,37,60,4
10 9 12 33 17 41 46 37 5 31,43,46,2
47 45 52 48 31 6 12 16 43 26,27,38,4
7 8 22 24 12 21 43 26 37 28,29,60,3
47 7 36 51 37 45 52 38 20 49,35,36,2
10 38 13 23 17 30 49 47 32 16,37,47,3
22 38 42 1 35 41 34 4 39 49,5,60,4
6 48 15 51 34 0 50 44 43 8,4,41,3
12 15 38 7 2 20 41 29 37 49,27,60,3
16 47 20 51 32 14 8 40 18 10,29,50,3
22 35 7 13 11 30 49 5 6 52,43,22,2
0 43 12 4 18 2 26 3 39 36,16,31,2
14 11 46 4 22 17 25 43 36 26,38,44,4
52 14 16 21 20 31 51 18 23 4,43,18,1
10 52 13 31 46 29 52 11 21 23,41,23,2
48 50 35 31 3 52 52 33 10 15,9,19,2
46 25 36 2 38 43 15 49 10 41,37,35,2
36 25 9 23 41 48 35 4 21 39,27,52,3
42 37 40 5 22 21 34 6 23 44,10,50,3
36 23 4 5 41 52 52 18 1 2,37,11,1
30 34 40 21 28 49 11 13 38 24,37,25,3
1 30 37 8 50 51 52 4 39 47,13,25,2
44 49 47 0 7 16 4 13 5 43,2,60,3
51 21 24 52 14 49 22 19 28 43,40,18,2
31 25 49 5 44 30 11 18 22 14,33,49,3
47 24 17 6 0 50 33 1 32 43,40,49,3
31 38 25 52 39 16 26 30 22 2,6,36,3
22 8 52 26 29 42 16 21 11 36,4,32,2
21 8 3 48 12 22 52 39 25 1,37,50,3
43 19 27 24 7 6 30 50 52 39,0,23,2
15 27 24 48 16 28 1 41 43 40,17,25,2
22 12 36 3 46 19 50 45 11 38,51,33,2
0 11 49 40 30 50 17 20 14 29,47,60,4
16 28 36 29 20 10 41 22 5 49,32,44,3
17 16 49 22 45 19 37 52 24 25,32,20,1
8 28 37 47 34 2 41 17 36 35,14,6,1
1 43 9 4 42 52 49 40 35 51,26,43,2
35 50 42 29 0 21 45 14 19 28,20,60,4
13 35 18 26 16 45 14 50 42 6,46,60,4
52 26 10 19 38 3 42 6 52 11,44,22,2
7 52 12 9 52 52 23 10 49 2,14,0,0
6 11 52 51 17 29 9 14 26 4,45,20,2
5 28 45 24 26 7 50 16 37 35,46,30,3
9 52 36 47 30 37 15 12 50 45,28,36,2
19 23 35 5 50 8 4 28 52 43,6,40,3
44 13 5 7 38 2 22 8 41 29,42,37,3
48 38 20 44 51 46 1 37 23 35,17,60,4
26 16 33 30 23 45 10 39 11 19,20,41,3
18 34 11 52 28 6 4 47 45 42,49,48,3
31 6 2 3 1 25 49 33 47 20,32,35,2
31 29 42 17 35 52 47 45 22 11,43,27,2
41 50 33 10 46 2 40 31 44 11,0,60,4
52 30 1 6 32 2 14 19 8 44,31,16,2
52 24 52 7 34 13 29 27 14 12,44,39,3
50 18 16 52 33 8 27 1 23 7,34,26,2
52 4 11 48 49 18 5 25 44 34,14,36,3
10 52 23 42 51 35 14 46 39 34,25,19,2
52 23 20 39 5 46 11 12 2 49,0,29,2
49 52 35 48 17 25 23 52 43 28,2,10,1
34 27 49 41 30 40 8 6 17 52,0,40,3
52 16 24 31 48 36 49 52 46 5,34,25,2
28 38 14 37 29 52 23 50 7 4,1,35,2
44 43 2 41 4 52 42 8 3 11,24,0,0
47 49 22 29 23 14 1 12 36 46,26,50,3
0 22 44 24 9 29 38 47 41 52,18,41,4
10 12 6 46 19 24 44 23 37 27,21,60,4
22 47 10 0 6 46 49 20 24 11,13,57,2
28 26 52 1 45 17 48 32 16 21,22,19,2
31 44 38 43 28 29 32 9 51 5,12,16,2
1 50 52 22 27 51 25 7 23 15,17,39,2
52 22 50 9 3 48 1 43 41 10,4,22,2
52 46 24 52 26 18 49 4 44 15,22,36,3
9 35 36 37 16 13 27 52 19 32,46,20,2
21 0 34 49 9 27 40 30 28 15,22,32,3
26 8 23 42 44 28 36 2 50 17,40,60,4
52 43 48 13 51 20 32 8 9 39,40,47,3
17 27 8 35 43 49 42 13 52 1,15,43,4
51 25 48 29 6 52 41 52 3 28,17,26,2
35 17 10 0 26 33 18 30 20 29,27,60,3
44 50 0 29 24 1 20 52 36 14,34,39,4
15 4 52 13 50 29 9 24 7 36,33,31,3
34 49 27 47 7 52 28 6 22 0,46,30,3
48 35 24 14 40 46 52 11 49 12,21,46,2
52 23 17 10 12 42 31 18 2 33,19,48,3
0 46 52 4 47 37 5 36 38 31,6,22,2
23 52 50 7 44 39 22 10 33 28,45,51,4
19 44 3 50 21 2 38 34 33 15,35,60,4
41 9 2 43 12 11 16 13 52 45,37,27,2
32 9 1 38 52 52 35 27 51 33,49,16,1
52 6 23 50 8 26 13 14 0 35,3,33,3
52 14 35 27 24 1 50 15 45 21,11,22,2
5 11 29 35 51 6 44 46 20 40,28,60,4
52 12 20 37 26 1 34 9 33 31,23,44,3
52 8 31 52 15 20 32 13 10 47,1,25,2
30 14 39 10 36 3 46 8 34 33,40,42,3
30 7 34 49 37 50 43 29 31 16,4,34,2
39 7 12 11 5 37 51 41 0 47,36,60,3
31 16 13 39 29 42 2 24 7 47,51,44,4
52 15 19 51 26 50 30 43 4 32,22,22,2
50 1 11 20 45 43 0 9 27 37,44,41,3
31 27 52 22 4 25 52 46 43 11,23,41,3
51 46 32 26 30 0 40 28 5 52,37,37,3
21 26 17 28 6 1 3 10 5 30,32,41,3
9 21 26 1 4 15 20 12 36 8,16,60,4
29 45 46 38 23 16 50 52 37 33,6,30,2
36 3 37 43 7 33 47 1 25 16,19,60,4
8 5 50 1 28 21 23 9 31 2,32,60,4
31 52 3 13 38 2 52 26 5 21,51,10,1
16 22 0 43 7 38 52 29 1 37,47,40,3
32 31 27 49 51 5 34 11 29 40,26,60,3
27 52 48 4 29 42 25 52 7 39,46,21,2
9 41 46 31 44 52 38 52 18 3,51,18,2
38 11 27 2 35 18 12 4 25 16,20,45,3
12 48 45 52 31 17 11 42 46 33,25,21,2
40 32 25 43 28 5 37 9 14 22,45,43,3
46 0 8 4 43 31 19 21 6 52,10,46,3
41 34 22 35 12 26 45 29 14 6,13,48,4
19 2 4 14 7 25 1 51 17 34,35,60,3
46 4 47 39 9 49 15 23 34 0,25,60,4
40 17 25 15 19 29 14 46 44 4,10,60,3
6 1 21 33 20 7 0 4 25 36,46,25,2
21 52 43 42 38 13 0 52 36 41,23,10,1
44 31 0 34 22 30 1 24 46 6,9,46,3
47 41 9 48 51 4 40 14 20 32,25,43,4
38 33 41 52 49 10 21 51 30 31,44,29,2
31 8 18 46 11 10 20 17 26 21,35,60,3
4 35 12 49 13 51 50 24 17 43,11,22,2
24 52 51 41 20 30 7 11 40 38,23,51,2
10 14 8 40 24 49 19 25 50 39,3,60,4
35 48 29 5 1 28 27 50 32 47,22,18,2
32 33 28 39 31 45 4 37 9 38,16,50,4
37 49 22 38 33 31 9 10 42 48,3,36,2
33 18 51 6 27 3 16 38 9 31,45,46,3
4 16 1 9 11 52 2 36 28 48,26,42,3
23 45 12 22 50 43 37 5 3 28,25,50,3
31 27 32 10 30 11 4 51 7 46,22,57,3
10 34 42 27 40 49 45 11 0 46,2,60,4
1 40 4 41 50 51 52 23 35 27,48,20,2
13 52 7 42 22 52 47 30 52 36,24,42,4
39 42 29 14 23 35 8 52 0 50,46,47,4
45 38 52 19 20 0 52 7 34 15,44,26,3
14 13 33 11 19 30 23 28 0 41,45,40,3
19 17 33 5 11 31 52 36 48 44,7,30,2
48 26 17 40 8 13 32 15 22 39,24,51,3
13 2 8 22 18 17 35 32 20 12,4,50,3
13 44 0 24 51 31 18 2 5 8,12,22,2
20 25 3 44 28 36 26 21 14 50,5,44,3
14 47 45 5 19 1 3 39 11 50,21,36,3
33 4 34 6 23 46 18 17 45 52,5,30,2
8 46 45 2 9 28 17 18 20 19,37,45,2
52 27 28 35 50 47 30 21 9 8,29,23,1
15 41 11 24 25 1 52 44 31 7,38,20,2
30 3 50 18 40 38 31 42 28 26,17,37,2
51 8 20 40 41 46 34 36 48 11,39,60,3
9 52 3 49 12 28 32 47 4 38,1,53,3
29 52 32 40 31 7 26 38 16 30,39,17,2
37 24 32 17 39 31 44 7 52 5,0,23,2
44 37 11 4 3 43 6 5 42 16,7,25,1
49 27 42 37 43 46 18 52 21 5,13,53,3
5 31 46 12 40 20 2 19 26 22,48,41,3
48 29 21 20 25 14 49 31 38 8,0,60,4
19 43 15 40 33 41 48 30 38 2,51,30,3
52 14 23 11 39 28 47 42 8 50,49,14,2
38 27 31 17 41 30 51 2 40 34,20,60,3
33 31 23 10 21 16 9 46 52 49,11,32,3
50 42 38 52 17 14 4 10 28 46,11,39,3
43 23 30 47 46 44 3 29 42 31,12,34,2
50 46 11 35 9 25 24 21 39 0,34,23,2
21 29 10 28 37 24 13 18 12 36,17,60,4
52 0 31 51 15 39 34 26 7 11,40,44,3
50 17 30 6 40 46 9 22 14 24,20,46,3
9 34 14 5 37 1 22 19 29 49,50,46,4
52 8 24 47 33 12 30 6 36 43,37,37,2
31 21 14 15 5 46 30 22 35 32,29,53,3
38 52 6 33 21 7 40 9 47 39,29,44,2
31 34 20 39 44 17 40 27 13 52,10,35,3
24 4 52 29 19 14 10 12 52 40,38,29,3
17 4 11 43 39 41 37 52 47 38,3,26,2
46 47 40 8 36 15 39 22 35 33,34,19,2
27 28 43 38 7 52 44 3 12 33,37,43,2
34 39 17 9 4 7 36 45 21 47,28,51,3
12 21 39 18 15 37 51 17 16 42,22,47,3
40 28 52 39 32 1 2 52 37 22,33,30,3
7 30 50 19 13 29 34 15 18 51,35,60,4
1 45 30 50 13 33 11 46 34 0,12,60,4
52 37 20 38 52 45 43 18 7 8,21,7,1
49 16 8 30 43 12 46 28 32 22,50,60,5
44 48 28 7 9 42 33 29 24 8,5,33,3
14 25 8 38 19 35 43 21 7 24,16,60,4
22 42 5 4 11 43 20 31 36 45,3,54,3
48 38 1 44 30 34 15 11 19 18,20,60,5
52 10 4 11 0 45 41 29 18 42,32,19,3
6 52 26 1 32 19 12 22 9 20,35,2,1
47 19 52 24 35 36 51 37 38 29,7,33,3
52 17 5 1 19 42 28 20 40 33,29,17,2
43 17 13 22 41 29 44 26 3 10,30,31,2
52 1 37 15 20 17 35 5 50 38,41,35,3
13 25 45 8 52 52 3 16 9 6,46,18,1
52 42 5 10 50 16 15 27 1 13,43,38,3
34 7 35 22 8 39 10 14 48 29,23,19,3
37 50 48 13 5 31 28 26 27 11,49,26,2
52 18 21 33 19 6 47 32 42 44,46,5,1
47 25 13 28 36 12 35 1 43 11,27,52,3
11 32 46 6 47 51 52 25 49 12,44,26,1
13 34 31 15 19 39 24 46 17 26,43,48,3
23 17 9 11 43 18 14 2 51 27,37,46,4
37 38 1 21 28 52 39 22 50 10,19,49,3
39 5 12 3 1 32 9 16 45 10,33,60,3
22 31 24 25 48 44 35 3 28 7,27,52,3
45 5 19 18 52 21 3 52 29 16,37,8,1
15 45 50 31 46 40 34 16 23 44,41,45,3
4 40 37 50 22 0 3 24 25 11,34,36,2
44 2 15 52 14 22 51 43 39 30,36,39,3
16 52 8 38 3 32 50 17 36 19,25,35,3
10 8 14 16 5 15 7 24 51 48,11,27,2
26 0 48 45 2 30 35 46 12 13,29,57,3
38 36 15 21 7 10 11 33 46 6,4,60,3
36 19 30 33 10 13 7 50 17 51,31,60,4
23 33 14 20 44 7 35 1 39 0,27,21,2
28 52 12 49 19 5 7 3 29 33,0,49,3
43 42 3 1 17 47 28 13 7 52,2,24,3
45 31 25 8 24 37 16 13 4 36,39,56,4
8 46 37 15 42 40 13 23 0 10,48,60,4
16 9 50 45 2 44 38 25 23 20,29,58,3
20 50 6 13 15 38 10 40 48 52,9,46,4
34 18 51 7 24 4 19 36 46 9,47,60,4
10 32 7 52 19 33 16 8 21 5,11,47,2
47 48 27 46 10 8 32 11 5 52,33,18,2
41 26 1 45 4 15 31 14 0 8,27,31,3
31 47 19 12 50 49 11 36 1 18,32,47,2
19 13 29 45 35 9 50 39 11 14,47,60,4
39 2 13 14 32 20 37 51 7 40,0,25,3
16 7 24 50 4 11 18 37 51 41,32,41,3
52 1 25 9 15 33 31 52 47 27,3,34,2
42 9 4 3 35 28 38 16 34 6,32,30,2
19 40 37 38 5 10 26 45 27 31,0,46,3
52 26 0 40 51 14 3 50 39 45,18,19,2
7 16 3 34 13 19 31 23 52 14,49,32,2
15 48 33 31 49 30 36 19 13 38,40,60,3
42 40 27 4 6 51 8 45 37 48,16,50,3
15 52 29 26 45 51 4 17 6 36,41,27,2
47 4 52 51 14 29 36 45 15 10,7,46,3
22 10 28 25 26 52 52 38 43 17,45,26,2
50 31 3 42 19 24 20 52 43 32,2,48,3
52 34 43 46 23 4 41 8 11 44,26,50,3
26 15 42 24 3 44 28 46 38 2,32,48,3
29 12 28 27 40 24 35 37 9 31,38,30,2
28 52 19 52 0 17 8 14 13 39,34,3,1
34 29 25 43 26 19 17 5 35 2,24,60,4
17 47 11 20 6 50 48 3 2 1,28,41,3
52 20 0 48 17 37 51 9 41 6,47,49,4
51 2 25 30 5 19 11 34 40 14,45,43,3
52 15 11 22 47 23 17 42 19 8,29,28,2
52 38 39 5 20 42 0 40 6 34,17,41,3
17 30 16 31 5 48 35 12 23 13,7,60,4
48 6 21 5 28 44 43 47 12 15,32,48,3
30 28 10 0 40 49 24 20 18 33,37,40,3
25 36 33 46 27 21 20 10 11 45,6,33,3
46 13 37 7 1 33 38 32 4 27,51,26,3
10 22 40 47 26 35 39 52 33 42,48,21,2
12 2 41 23 18 4 46 10 34 51,9,60,4
6 29 28 42 19 16 13 37 10 39,27,44,3
42 9 12 50 6 11 28 32 7 36,34,60,4
0 13 35 38 25 45 3 17 23 44,32,42,3
37 24 35 34 32 18 39 45 0 22,16,60,3
25 36 50 44 47 1 13 20 7 15,38,46,3
24 9 26 2 33 8 49 19 52 46,35,43,4
52 29 25 32 28 36 15 52 51 5,18,14,1
39 1 17 24 19 16 14 25 40 33,49,50,2
11 30 0 5 26 33 50 18 44 24,10,19,2
26 2 4 12 1 46 52 30 42 7,14,21,2
22 17 27 52 24 36 46 23 2 40,32,29,3
39 12 51 45 13 33 2 3 14 42,10,58,4
35 6 3 20 38 52 5 27 23 14,42,32,2
41 3 34 7 51 20 5 22 9 39,21,46,2
14 37 28 9 8 42 30 50 46 47,40,54,3
45 31 23 2 0 48 29 21 12 4,50,60,3
18 28 39 31 21 50 40 42 4 13,10,56,4
49 13 0 18 9 52 23 3 14 6,33,37,3
11 47 41 52 25 36 39 18 33 30,37,39,3
42 22 9 23 34 17 30 26 49 27,46,60,4
27 30 43 25 2 22 36 28 34 51,48,43,2
14 35 3 17 38 18 46 32 16 33,9,26,3
7 49 37 52 25 47 10 26 8 46,18,51,3
1 26 18 32 52 2 30 10 16 9,19,15,2
11 4 46 15 3 29 51 7 26 17,49,60,4
49 2 15 45 6 48 36 34 8 13,39,54,3
13 37 26 18 30 44 35 6 41 10,29,60,4
41 36 51 30 5 10 46 20 45 37,49,45,3
34 31 4 5 35 29 48 27 21 45,2,60,4
44 9 24 8 7 49 26 12 0 1,42,29,3
34 11 18 52 36 26 32 52 8 12,23,9,2
26 32 47 35 34 0 18 11 17 21,7,45,3
52 2 14 45 41 0 19 4 21 20,7,17,3
35 0 44 37 16 13 29 39 47 18,36,54,3
24 11 43 52 44 27 38 4 36 34,2,52,3
24 52 33 5 31 2 19 11 46 20,27,26,2
25 16 9 21 42 43 15 35 4 27,13,60,4
29 45 40 28 6 31 46 42 1 17,26,58,3
20 0 52 13 42 52 28 38 12 47,8,13,2
3 10 15 31 48 44 46 13 8 38,0,52,3
8 52 24 43 23 51 52 20 42 44,21,9,1
32 23 52 18 19 7 35 52 17 30,22,9,1
0 6 52 31 37 52 45 28 49 39,47,31,2
10 35 31 44 40 22 3 42 36 8,18,23,2
11 27 13 8 20 41 14 4 17 51,49,60,4
13 45 22 27 0 5 34 42 36 48,1,44,3
15 16 45 48 23 3 52 31 42 24,5,22,1
19 17 52 23 27 14 34 5 33 48,29,47,3
47 18 46 13 52 32 27 50 41 52,1,21,3
24 23 51 10 12 43 13 37 0 46,19,60,4
36 30 50 47 38 49 18 51 2 39,33,49,3
35 5 15 33 25 4 38 51 29 27,23,44,3
21 41 17 4 46 24 30 47 51 43,29,53,3
4 16 27 34 52 13 45 1 52 14,5,21,2
29 2 44 28 0 46 52 36 27 51,19,26,2
38 46 3 37 32 18 25 44 28 10,6,52,4
49 44 20 37 43 35 21 32 13 52,41,52,3
25 20 9 42 51 16 52 50 18 24,45,56,3
27 33 25 7 22 43 34 48 8 37,14,60,3
52 29 12 30 16 33 6 35 15 10,34,47,3
1 26 39 4 20 27 50 52 16 2,51,31,3
13 52 1 52 25 5 10 35 0 2,17,27,2
28 41 35 52 46 44 26 34 2 50,19,28,2
33 6 34 40 49 12 43 23 50 52,51,27,2
43 15 23 31 10 37 38 3 13 20,28,49,4
38 13 14 28 42 52 23 11 19 27,10,23,2
50 18 14 39 11 0 23 47 10 9,12,44,3
20 41 29 19 6 2 27 16 32 5,37,37,3
38 8 46 42 19 17 39 25 32 16,43,47,3
34 27 52 1 35 0 26 52 17 46,49,19,2
34 14 16 40 50 35 24 33 30 12,47,46,3
31 35 15 3 1 7 51 47 27 39,46,42,4
2 25 30 11 49 14 42 44 45 51,37,43,2
49 9 31 39 23 41 52 28 38 16,36,22,2
23 7 46 52 13 16 31 51 44 27,5,20,2
20 17 36 14 22 19 25 37 12 18,35,23,1
4 44 1 52 3 17 11 49 40 32,22,44,4
41 18 43 0 51 13 10 44 27 52,5,17,2
35 52 28 41 33 19 52 5 48 38,7,19,2
42 52 25 41 39 11 8 21 23 34,33,21,1
30 44 39 46 6 32 50 4 51 41,27,60,3
25 48 40 6 19 16 49 32 4 36,45,24,3
33 6 7 26 14 51 41 39 49 5,30,40,3
21 5 9 4 33 26 32 44 19 14,46,43,4
31 11 35 40 13 2 25 28 5 38,21,60,4
47 42 11 0 17 4 36 5 51 29,15,60,5
1 32 42 29 31 52 18 3 14 47,41,23,2
50 32 27 15 17 52 12 49 37 11,5,31,3
32 27 49 7 17 30 50 35 14 41,6,41,3
5 15 20 25 7 39 30 26 51 0,23,55,3
48 49 52 50 15 14 31 7 33 6,2,3,1
24 12 19 36 52 27 32 48 21 22,28,49,3
20 36 27 47 30 52 3 29 15 37,13,42,3
42 26 23 7 9 36 46 29 44 15,21,60,4
1 17 6 52 20 29 19 31 25 35,48,21,2
28 47 16 12 8 14 52 2 6 33,4,43,3
9 28 24 2 21 20 15 38 18 35,4,60,2
47 40 26 41 45 37 17 0 1 14,28,20,2
11 51 30 6 0 36 10 52 48 26,50,34,2
49 32 0 38 35 40 46 18 16 15,34,60,5
52 2 30 37 1 7 13 27 34 18,24,34,3
14 45 32 31 17 11 1 3 39 30,0,27,2
39 50 13 7 16 1 30 20 33 44,42,26,3
0 35 6 19 44 23 47 52 14 49,30,48,3
39 11 24 46 37 33 21 2 35 22,10,54,3
34 15 12 52 49 26 18 10 36 23,33,23,2
17 52 31 44 40 39 4 45 14 51,18,3,1
32 42 39 25 7 34 48 1 23 10,12,47,3
45 32 27 16 52 52 3 13 0 28,42,0,0
52 34 18 26 39 16 0 15 36 14,24,7,1
52 7 13 44 17 29 0 23 1 34,47,34,4
39 42 21 35 7 49 37 19 24 28,0,56,4
8 31 38 9 10 47 35 24 11 26,39,37,2
13 41 6 38 7 50 10 15 46 16,45,45,3
23 21 51 36 48 8 38 0 9 32,4,60,4
25 6 47 38 37 34 10 7 26 44,20,57,4
46 1 0 16 17 40 10 26 20 50,7,24,2
7 9 10 38 2 42 0 4 8 52,23,15,2
21 7 24 33 52 42 23 19 48 6,10,33,2
51 42 35 10 36 4 21 38 52 50,46,51,3
51 14 16 27 43 52 3 7 33 20,30,10,1
34 8 3 50 48 17 27 29 51 41,21,13,2
22 51 13 32 52 3 30 35 29 38,49,46,2
10 27 7 22 28 49 41 4 6 33,43,47,3
28 19 49 5 27 26 17 22 29 7,30,28,2
47 12 16 1 45 52 37 33 6 14,15,48,3
35 4 13 48 27 41 11 15 22 39,50,13,2
17 34 47 2 40 20 14 4 52 36,15,25,2
7 45 20 27 26 36 48 39 9 31,25,60,4
28 17 24 18 33 45 14 8 31 50,19,46,3
36 52 3 32 43 14 4 34 31 15,5,20,2
21 44 10 25 20 43 27 17 16 7,41,60,4
51 49 50 10 8 26 9 33 52 4,43,2,1
22 21 5 8 51 20 2 32 1 0,45,27,1
13 25 52 22 39 0 11 3 2 35,45,29,2
23 17 10 0 35 51 22 52 37 20,48,22,2
49 10 29 31 9 14 52 32 11 48,26,23,1
15 34 3 36 48 42 11 33 38 12,19,60,3
7 31 49 18 51 22 3 40 1 47,34,44,3
47 12 9 21 20 0 34 22 19 25,32,31,2
35 32 16 52 8 24 27 21 29 36,0,51,3
40 41 43 10 14 6 38 35 5 36,13,60,3
11 39 40 32 50 5 13 17 52 46,42,37,4
46 19 43 52 47 33 27 49 18 51,8,24,2
2 50 6 1 36 52 47 35 12 32,24,26,1
17 41 23 13 29 5 1 26 4 39,22,41,4
12 40 46 19 11 17 10 34 27 9,30,27,2
35 8 43 49 6 38 39 41 33 31,45,49,3
15 18 35 49 46 8 30 14 2 9,33,44,4
27 44 43 37 7 29 3 38 9 13,17,41,3
17 21 12 30 40 44 23 37 8 20,6,60,4
0 13 52 7 38 14 25 33 18 30,12,13,2
15 52 4 16 9 10 7 52 46 47,41,11,1
1 30 7 2 52 42 48 19 40 22,31,38,3
26 48 36 11 35 52 25 19 20 28,17,53,3
20 42 49 12 16 14 44 52 33 45,41,46,2
39 16 30 29 3 19 27 17 52 7,4,13,2
2 4 42 25 6 16 33 22 23 9,8,60,3
27 52 13 22 37 34 4 36 52 44,6,28,3
47 52 48 13 15 16 7 49 14 52,44,0,0
40 41 2 52 43 38 46 0 7 21,18,39,2
18 30 13 2 47 24 41 48 40 45,43,30,3
3 28 33 35 46 37 10 52 16 52,11,23,2
29 5 51 8 45 52 41 49 38 27,50,47,3
37 12 8 47 50 40 14 31 11 41,17,47,3
52 43 21 16 28 34 37 31 25 32,40,45,4
28 40 13 19 34 44 2 30 49 45,29,60,5
7 42 27 5 34 9 19 20 38 51,6,53,4
50 12 29 48 31 35 52 46 51 40,25,13,2
14 39 28 19 52 12 52 41 25 32,10,13,2
37 15 28 10 38 52 3 32 34 41,46,33,2
4 16 41 50 49 39 19 14 33 2,30,35,3
12 4 0 13 17 1 8 52 30 19,45,2,1
36 7 8 37 35 31 34 0 23 13,48,40,2
0 8 46 39 22 27 42 2 9 20,10,60,4
36 14 46 26 6 32 2 42 9 31,11,60,5
37 51 24 45 4 20 19 43 22 1,7,51,3
17 8 22 41 19 50 1 45 7 37,6,23,3
6 51 47 43 21 31 20 40 4 11,41,60,4
27 4 52 8 37 9 11 21 7 0,13,19,2
14 4 33 25 38 27 12 41 6 46,0,42,3
46 3 47 8 41 18 28 0 2 14,4,46,3
15 25 3 14 6 5 52 11 35 28,26,41,2
6 22 21 39 8 46 4 47 16 12,7,27,3
37 17 45 39 5 10 13 32 41 19,16,41,4
52 17 27 37 38 47 49 30 48 22,26,25,2
38 15 9 11 51 45 27 50 17 40,2,50,3
20 24 1 36 41 52 14 43 17 6,7,32,3
12 41 50 24 13 29 28 0 40 8,49,60,4
40 8 52 35 7 41 48 12 37 34,32,46,2
26 28 37 41 3 23 25 39 47 48,11,37,3
1 37 25 3 52 31 7 32 12 26,15,44,3
52 51 3 23 20 49 47 25 44 15,46,26,2
52 12 40 9 52 24 28 47 20 49,33,17,2
28 45 34 3 8 15 38 18 2 36,14,60,3
50 1 6 21 27 12 4 16 44 10,48,60,4
52 48 47 46 30 4 19 20 35 8,25,32,2
52 39 9 51 40 47 44 15 41 30,24,33,2
45 25 14 32 27 4 48 36 52 34,51,22,2
