"","X","Strategy.1","Strategy.2","P1.Score","P2.Score","Winner_ID","P1_rating","P2_rating","Avg Change in Ratings","Avg Change in Ratings without score modifications"
"1187",1187,"MCTS-25","Mindist+Opp",33,0,1,945,1158,3,2
"4042",4042,"Mindist+Opp","MCTS-25",0,15,0,1159,944,1,2
"5563",5563,"Mindist+Opp","MCTS-50",0,12,0,1160,981,1,3
"3658",3658,"Mindist+Opp","MCTS-10",0,37,0,1162,905,2,2
"5446",5446,"Mindist+Opp","MCTS-50",21,0,1,1157,986,5,7
"5417",5417,"Mindist+Opp","MCTS-50",0,47,0,1161,982,4,3
"4378",4378,"Mindist+Opp","MCTS-25",16,0,1,1157,948,4,8
"2407",2407,"MCTS-50","Mindist+Opp",32,0,1,979,1160,3,3
"5027",5027,"Mindist+Opp","MCTS-50",0,41,0,1164,975,4,3
"5856",5856,"Mindist+Opp","MCTS-50",0,28,0,1166,973,2,3
"1573",1573,"MCTS-25","Mindist+Opp",20,0,1,947,1167,1,2
"2485",2485,"MCTS-50","Mindist+Opp",51,0,1,969,1171,4,2
"5169",5169,"Mindist+Opp","MCTS-50",0,45,0,1175,965,4,2
"2969",2969,"MCTS-50","Mindist+Opp",40,0,1,962,1178,3,2
"3898",3898,"Mindist+Opp","MCTS-10",0,37,0,1180,903,2,2
"1405",1405,"MCTS-25","Mindist+Opp",23,0,1,945,1182,2,2
"4095",4095,"Mindist+Opp","MCTS-25",0,3,0,1182,945,0,2
"5598",5598,"Mindist+Opp","MCTS-50",0,15,0,1183,961,1,2
"5815",5815,"Mindist+Opp","MCTS-50",0,52,0,1187,957,4,2
"3303",3303,"Mindist+Opp","MCTS-10",0,2,0,1187,903,0,2
"2525",2525,"MCTS-50","Mindist+Opp",0,32,0,965,1179,8,8
"5809",5809,"Mindist+Opp","MCTS-50",0,41,0,1182,962,3,2
"5053",5053,"Mindist+Opp","MCTS-50",0,22,0,1184,960,2,2
"3354",3354,"Mindist+Opp","MCTS-10",22,0,1,1178,909,6,8
"349",349,"MCTS-10","Mindist+Opp",18,0,1,908,1179,1,2
"3101",3101,"Mindist+Opp","MCTS-10",23,0,1,1173,914,6,8
"2645",2645,"MCTS-50","Mindist+Opp",0,54,0,974,1159,14,8
"890",890,"MCTS-10","Mindist+Opp",53,0,1,911,1162,3,2
"4677",4677,"Mindist+Opp","MCTS-25",0,15,0,1163,944,1,2
"279",279,"MCTS-10","Mindist+Opp",8,0,1,910,1164,1,2
"928",928,"MCTS-10","Mindist+Opp",21,0,1,909,1165,1,2
"3492",3492,"Mindist+Opp","MCTS-10",0,2,0,1165,909,0,2
"1116",1116,"MCTS-25","Mindist+Opp",4,0,1,944,1165,0,2
"277",277,"MCTS-10","Mindist+Opp",43,0,1,906,1168,3,2
"4428",4428,"Mindist+Opp","MCTS-25",0,45,0,1171,941,3,2
"1269",1269,"MCTS-25","Mindist+Opp",0,47,0,953,1159,12,8
"341",341,"MCTS-10","Mindist+Opp",2,0,1,906,1159,0,2
"3261",3261,"Mindist+Opp","MCTS-10",0,45,0,1162,903,3,2
"2865",2865,"MCTS-50","Mindist+Opp",0,55,0,988,1148,14,7
"3515",3515,"Mindist+Opp","MCTS-10",2,0,1,1147,904,1,8
"4459",4459,"Mindist+Opp","MCTS-25",0,15,0,1148,952,1,2
"4667",4667,"Mindist+Opp","MCTS-25",0,13,0,1149,951,1,2
"3396",3396,"Mindist+Opp","MCTS-10",0,38,0,1151,902,2,2
"1018",1018,"MCTS-25","Mindist+Opp",19,0,1,949,1153,2,2
"5708",5708,"Mindist+Opp","MCTS-50",22,0,1,1148,993,5,7
"3364",3364,"Mindist+Opp","MCTS-10",0,37,0,1150,900,2,2
"1162",1162,"MCTS-25","Mindist+Opp",0,60,0,964,1135,15,8
"2957",2957,"MCTS-50","Mindist+Opp",0,10,0,995,1133,2,7
"2065",2065,"MCTS-50","Mindist+Opp",0,31,0,1002,1126,7,7
"2352",2352,"MCTS-50","Mindist+Opp",0,10,0,1004,1124,2,7
"5356",5356,"Mindist+Opp","MCTS-50",8,0,1,1122,1006,2,7
"255",255,"MCTS-10","Mindist+Opp",40,0,1,897,1125,3,2
"1550",1550,"MCTS-25","Mindist+Opp",13,0,1,963,1126,1,3
"3788",3788,"Mindist+Opp","MCTS-10",0,39,0,1129,894,3,2
"640",640,"MCTS-10","Mindist+Opp",2,0,1,894,1129,0,2
"670",670,"MCTS-10","Mindist+Opp",9,0,1,893,1130,1,2
"4417",4417,"Mindist+Opp","MCTS-25",54,0,1,1117,976,13,7
"4010",4010,"Mindist+Opp","MCTS-25",0,2,0,1117,976,0,3
"2740",2740,"MCTS-50","Mindist+Opp",23,0,1,1003,1120,3,3
"4406",4406,"Mindist+Opp","MCTS-25",0,60,0,1126,970,6,3
"2540",2540,"MCTS-50","Mindist+Opp",39,0,1,999,1130,4,3
"1331",1331,"MCTS-25","Mindist+Opp",20,0,1,968,1132,2,3
"4317",4317,"Mindist+Opp","MCTS-25",0,51,0,1137,963,5,3
"2039",2039,"MCTS-50","Mindist+Opp",7,0,1,998,1138,1,3
"269",269,"MCTS-10","Mindist+Opp",0,22,0,899,1132,6,8
"3709",3709,"Mindist+Opp","MCTS-10",16,0,1,1128,903,4,8
"812",812,"MCTS-10","Mindist+Opp",41,0,1,900,1131,3,2
"5188",5188,"Mindist+Opp","MCTS-50",0,60,0,1137,992,6,3
"2928",2928,"MCTS-50","Mindist+Opp",11,0,1,991,1138,1,3
"3603",3603,"Mindist+Opp","MCTS-10",0,30,0,1140,898,2,2
"776",776,"MCTS-10","Mindist+Opp",29,0,1,896,1142,2,2
"2961",2961,"MCTS-50","Mindist+Opp",0,18,0,995,1138,4,7
"999",999,"MCTS-10","Mindist+Opp",11,0,1,895,1139,1,2
"3272",3272,"Mindist+Opp","MCTS-10",0,16,0,1140,894,1,2
"5481",5481,"Mindist+Opp","MCTS-50",0,7,0,1141,994,1,3
"2184",2184,"MCTS-50","Mindist+Opp",0,30,0,1001,1134,7,7
"4445",4445,"Mindist+Opp","MCTS-25",8,0,1,1132,965,2,7
"1356",1356,"MCTS-25","Mindist+Opp",5,0,1,965,1132,0,3
"3097",3097,"Mindist+Opp","MCTS-10",0,48,0,1135,891,3,2
"4330",4330,"Mindist+Opp","MCTS-25",30,0,1,1128,972,7,7
"2737",2737,"MCTS-50","Mindist+Opp",13,0,1,1000,1129,1,3
"2843",2843,"MCTS-50","Mindist+Opp",35,0,1,996,1133,4,3
"4119",4119,"Mindist+Opp","MCTS-25",0,2,0,1133,972,0,3
"3331",3331,"Mindist+Opp","MCTS-10",18,0,1,1128,896,5,8
"5976",5976,"Mindist+Opp","MCTS-50",0,5,0,1129,995,1,3
"826",826,"MCTS-10","Mindist+Opp",2,0,1,896,1129,0,2
"3969",3969,"Mindist+Opp","MCTS-10",0,22,0,1131,894,2,2
"5705",5705,"Mindist+Opp","MCTS-50",24,0,1,1126,1000,5,7
"4817",4817,"Mindist+Opp","MCTS-25",0,37,0,1130,968,4,3
"1543",1543,"MCTS-25","Mindist+Opp",42,0,1,964,1134,4,3
"5621",5621,"Mindist+Opp","MCTS-50",0,27,0,1137,997,3,3
"2312",2312,"MCTS-50","Mindist+Opp",12,0,1,996,1138,1,3
"4392",4392,"Mindist+Opp","MCTS-25",0,46,0,1142,960,4,3
"2167",2167,"MCTS-50","Mindist+Opp",12,0,1,995,1143,1,3
"5977",5977,"Mindist+Opp","MCTS-50",0,59,0,1149,989,6,3
"1856",1856,"MCTS-25","Mindist+Opp",34,0,1,957,1152,3,3
"2882",2882,"MCTS-50","Mindist+Opp",29,0,1,986,1155,3,3
"785",785,"MCTS-10","Mindist+Opp",16,0,1,893,1156,1,2
"2179",2179,"MCTS-50","Mindist+Opp",3,0,1,986,1156,0,3
"680",680,"MCTS-10","Mindist+Opp",10,0,1,892,1157,1,2
"5202",5202,"Mindist+Opp","MCTS-50",0,3,0,1157,986,0,3
"3305",3305,"Mindist+Opp","MCTS-10",0,18,0,1158,891,1,2
"5144",5144,"Mindist+Opp","MCTS-50",0,34,0,1161,983,3,3
"1833",1833,"MCTS-25","Mindist+Opp",16,0,1,956,1162,1,2
"1522",1522,"MCTS-25","Mindist+Opp",60,0,1,951,1167,5,2
"231",231,"MCTS-10","Mindist+Opp",0,53,0,906,1152,15,8
"897",897,"MCTS-10","Mindist+Opp",15,0,1,905,1153,1,2
"1022",1022,"MCTS-25","Mindist+Opp",4,0,1,951,1153,0,2
"1184",1184,"MCTS-25","Mindist+Opp",39,0,1,948,1156,3,2
"4820",4820,"Mindist+Opp","MCTS-25",0,23,0,1158,946,2,2
"5982",5982,"Mindist+Opp","MCTS-50",23,0,1,1152,989,6,7
"394",394,"MCTS-10","Mindist+Opp",30,0,1,903,1154,2,2
"4311",4311,"Mindist+Opp","MCTS-25",27,0,1,1147,953,7,8
"1107",1107,"MCTS-25","Mindist+Opp",36,0,1,950,1150,3,2
"5266",5266,"Mindist+Opp","MCTS-50",25,0,1,1144,995,6,7
"1198",1198,"MCTS-25","Mindist+Opp",0,12,0,953,1141,3,8
"781",781,"MCTS-10","Mindist+Opp",34,0,1,901,1143,2,2
"5730",5730,"Mindist+Opp","MCTS-50",0,26,0,1146,992,3,3
"4571",4571,"Mindist+Opp","MCTS-25",0,60,0,1151,948,5,2
"3241",3241,"Mindist+Opp","MCTS-10",6,0,1,1149,903,2,8
"3609",3609,"Mindist+Opp","MCTS-10",2,0,1,1148,904,1,8
"555",555,"MCTS-10","Mindist+Opp",0,38,0,914,1138,10,8
"5211",5211,"Mindist+Opp","MCTS-50",0,3,0,1138,992,0,3
"3748",3748,"Mindist+Opp","MCTS-10",0,60,0,1142,910,4,2
"5682",5682,"Mindist+Opp","MCTS-50",0,2,0,1142,992,0,3
"2808",2808,"MCTS-50","Mindist+Opp",34,0,1,989,1145,3,3
"2815",2815,"MCTS-50","Mindist+Opp",3,0,1,989,1145,0,3
"4404",4404,"Mindist+Opp","MCTS-25",0,48,0,1149,944,4,2
"4078",4078,"Mindist+Opp","MCTS-25",0,48,0,1153,940,4,2
"1794",1794,"MCTS-25","Mindist+Opp",2,0,1,940,1153,0,2
"4170",4170,"Mindist+Opp","MCTS-25",18,0,1,1148,945,5,8
"935",935,"MCTS-10","Mindist+Opp",25,0,1,908,1150,2,2
"3797",3797,"Mindist+Opp","MCTS-10",0,19,0,1151,907,1,2
"5605",5605,"Mindist+Opp","MCTS-50",31,0,1,1144,996,7,7
"2382",2382,"MCTS-50","Mindist+Opp",0,48,0,1007,1133,11,7
"4117",4117,"Mindist+Opp","MCTS-25",0,28,0,1135,943,2,3
"2175",2175,"MCTS-50","Mindist+Opp",0,17,0,1011,1131,4,7
"3949",3949,"Mindist+Opp","MCTS-10",0,26,0,1133,905,2,2
"5111",5111,"Mindist+Opp","MCTS-50",0,26,0,1136,1008,3,3
"5728",5728,"Mindist+Opp","MCTS-50",0,60,0,1142,1002,6,3
"5620",5620,"Mindist+Opp","MCTS-50",0,38,0,1146,998,4,3
"4539",4539,"Mindist+Opp","MCTS-25",0,29,0,1148,941,2,2
"5364",5364,"Mindist+Opp","MCTS-50",0,48,0,1153,993,5,3
"2765",2765,"MCTS-50","Mindist+Opp",5,0,1,993,1153,0,3
"3859",3859,"Mindist+Opp","MCTS-10",37,0,1,1143,915,10,8
"4589",4589,"Mindist+Opp","MCTS-25",20,0,1,1138,946,5,8
"5610",5610,"Mindist+Opp","MCTS-50",0,60,0,1144,987,6,3
"5148",5148,"Mindist+Opp","MCTS-50",24,0,1,1138,993,6,7
"2951",2951,"MCTS-50","Mindist+Opp",0,33,0,1001,1130,8,7
"1762",1762,"MCTS-25","Mindist+Opp",23,0,1,944,1132,2,3
"2112",2112,"MCTS-50","Mindist+Opp",0,4,0,1002,1131,1,7
"5235",5235,"Mindist+Opp","MCTS-50",24,0,1,1126,1007,5,7
"4895",4895,"Mindist+Opp","MCTS-25",0,35,0,1129,941,3,3
"923",923,"MCTS-10","Mindist+Opp",12,0,1,914,1130,1,2
"5963",5963,"Mindist+Opp","MCTS-50",0,22,0,1132,1005,2,3
"5888",5888,"Mindist+Opp","MCTS-50",0,33,0,1136,1001,4,3
"3399",3399,"Mindist+Opp","MCTS-10",0,2,0,1136,914,0,2
"5251",5251,"Mindist+Opp","MCTS-50",0,7,0,1137,1000,1,3
"3498",3498,"Mindist+Opp","MCTS-10",0,2,0,1137,914,0,2
"170",170,"MCTS-10","Mindist+Opp",22,0,1,912,1139,2,2
"343",343,"MCTS-10","Mindist+Opp",22,0,1,910,1141,2,2
"4308",4308,"Mindist+Opp","MCTS-25",0,15,0,1142,940,1,2
"3679",3679,"Mindist+Opp","MCTS-10",0,53,0,1146,906,4,2
"3470",3470,"Mindist+Opp","MCTS-10",0,16,0,1147,905,1,2
"586",586,"MCTS-10","Mindist+Opp",20,0,1,904,1148,1,2
"1451",1451,"MCTS-25","Mindist+Opp",59,0,1,935,1153,5,2
"1055",1055,"MCTS-25","Mindist+Opp",0,40,0,945,1143,10,8
"2288",2288,"MCTS-50","Mindist+Opp",2,0,1,1000,1143,0,3
"1698",1698,"MCTS-25","Mindist+Opp",10,0,1,944,1144,1,2
"346",346,"MCTS-10","Mindist+Opp",60,0,1,900,1148,4,2
"3580",3580,"Mindist+Opp","MCTS-10",0,11,0,1149,899,1,2
"5497",5497,"Mindist+Opp","MCTS-50",0,42,0,1153,996,4,3
"2201",2201,"MCTS-50","Mindist+Opp",10,0,1,995,1154,1,3
"1903",1903,"MCTS-25","Mindist+Opp",26,0,1,942,1156,2,2
"2088",2088,"MCTS-50","Mindist+Opp",0,20,0,1000,1151,5,7
"1593",1593,"MCTS-25","Mindist+Opp",0,16,0,946,1147,4,8
"4645",4645,"Mindist+Opp","MCTS-25",0,4,0,1147,946,0,2
"3746",3746,"Mindist+Opp","MCTS-10",0,21,0,1148,898,1,2
"3033",3033,"Mindist+Opp","MCTS-10",0,39,0,1150,896,2,2
"1957",1957,"MCTS-25","Mindist+Opp",13,0,1,945,1151,1,2
"5013",5013,"Mindist+Opp","MCTS-50",8,0,1,1149,1002,2,7
"2542",2542,"MCTS-50","Mindist+Opp",21,0,1,1000,1151,2,3
"844",844,"MCTS-10","Mindist+Opp",29,0,1,894,1153,2,2
"4729",4729,"Mindist+Opp","MCTS-25",0,54,0,1157,941,4,2
"1218",1218,"MCTS-25","Mindist+Opp",9,0,1,940,1158,1,2
"2005",2005,"MCTS-50","Mindist+Opp",45,0,1,996,1162,4,3
"1655",1655,"MCTS-25","Mindist+Opp",0,10,0,943,1159,3,8
"403",403,"MCTS-10","Mindist+Opp",60,0,1,890,1163,4,2
"3694",3694,"Mindist+Opp","MCTS-10",0,37,0,1165,888,2,2
"4261",4261,"Mindist+Opp","MCTS-25",57,0,1,1150,958,15,8
"5945",5945,"Mindist+Opp","MCTS-50",0,15,0,1151,995,1,3
"4639",4639,"Mindist+Opp","MCTS-25",0,14,0,1152,957,1,2
"5842",5842,"Mindist+Opp","MCTS-50",0,2,0,1152,995,0,3
"1362",1362,"MCTS-25","Mindist+Opp",38,0,1,954,1155,3,2
"5593",5593,"Mindist+Opp","MCTS-50",0,39,0,1159,991,4,3
"2853",2853,"MCTS-50","Mindist+Opp",0,26,0,997,1153,6,7
"3927",3927,"Mindist+Opp","MCTS-10",0,48,0,1156,885,3,2
"3606",3606,"Mindist+Opp","MCTS-10",32,0,1,1147,894,9,8
"2975",2975,"MCTS-50","Mindist+Opp",0,60,0,1011,1133,14,7
"560",560,"MCTS-10","Mindist+Opp",0,51,0,908,1119,14,8
"3540",3540,"Mindist+Opp","MCTS-10",0,12,0,1120,907,1,2
"858",858,"MCTS-10","Mindist+Opp",17,0,1,906,1121,1,2
"4570",4570,"Mindist+Opp","MCTS-25",0,20,0,1123,952,2,3
"435",435,"MCTS-10","Mindist+Opp",0,32,0,914,1115,8,8
"4818",4818,"Mindist+Opp","MCTS-25",0,36,0,1118,949,3,3
"5097",5097,"Mindist+Opp","MCTS-50",0,17,0,1120,1009,2,4
"2598",2598,"MCTS-50","Mindist+Opp",28,0,1,1006,1123,3,3
"2661",2661,"MCTS-50","Mindist+Opp",3,0,1,1006,1123,0,3
"938",938,"MCTS-10","Mindist+Opp",2,0,1,914,1123,0,2
"4563",4563,"Mindist+Opp","MCTS-25",26,0,1,1117,955,6,7
"4833",4833,"Mindist+Opp","MCTS-25",0,11,0,1118,954,1,3
"4194",4194,"Mindist+Opp","MCTS-25",0,29,0,1121,951,3,3
"2266",2266,"MCTS-50","Mindist+Opp",0,31,0,1013,1114,7,7
"5838",5838,"Mindist+Opp","MCTS-50",0,54,0,1120,1007,6,4
"2123",2123,"MCTS-50","Mindist+Opp",26,0,1,1004,1123,3,3
"519",519,"MCTS-10","Mindist+Opp",55,0,1,910,1127,4,2
"2259",2259,"MCTS-50","Mindist+Opp",24,0,1,1001,1130,3,3
"1173",1173,"MCTS-25","Mindist+Opp",2,0,1,951,1130,0,3
"3906",3906,"Mindist+Opp","MCTS-10",0,26,0,1132,908,2,2
"143",143,"MCTS-10","Mindist+Opp",41,0,1,905,1135,3,2
"483",483,"MCTS-10","Mindist+Opp",60,0,1,901,1139,4,2
"5565",5565,"Mindist+Opp","MCTS-50",0,12,0,1140,1000,1,3
"360",360,"MCTS-10","Mindist+Opp",26,0,1,899,1142,2,2
"5023",5023,"Mindist+Opp","MCTS-50",3,0,1,1141,1001,1,7
"5172",5172,"Mindist+Opp","MCTS-50",0,16,0,1143,999,2,3
"1193",1193,"MCTS-25","Mindist+Opp",37,0,1,948,1146,3,2
"1132",1132,"MCTS-25","Mindist+Opp",0,20,0,953,1141,5,8
"2953",2953,"MCTS-50","Mindist+Opp",51,0,1,994,1146,5,3
"1085",1085,"MCTS-25","Mindist+Opp",15,0,1,952,1147,1,2
"3062",3062,"Mindist+Opp","MCTS-10",7,0,1,1145,901,2,8
"5967",5967,"Mindist+Opp","MCTS-50",0,10,0,1146,993,1,3
"5734",5734,"Mindist+Opp","MCTS-50",0,23,0,1148,991,2,3
"4250",4250,"Mindist+Opp","MCTS-25",60,0,1,1133,967,15,8
"5371",5371,"Mindist+Opp","MCTS-50",0,10,0,1134,990,1,3
"5323",5323,"Mindist+Opp","MCTS-50",0,20,0,1136,988,2,3
"5059",5059,"Mindist+Opp","MCTS-50",4,0,1,1135,989,1,7
"5214",5214,"Mindist+Opp","MCTS-50",0,22,0,1137,987,2,3
"657",657,"MCTS-10","Mindist+Opp",26,0,1,899,1139,2,2
"5124",5124,"Mindist+Opp","MCTS-50",60,0,1,1125,1001,14,7
"3263",3263,"Mindist+Opp","MCTS-10",0,33,0,1127,897,2,2
"151",151,"MCTS-10","Mindist+Opp",49,0,1,894,1130,3,2
"5559",5559,"Mindist+Opp","MCTS-50",0,46,0,1135,996,5,3
"3531",3531,"Mindist+Opp","MCTS-10",46,0,1,1123,906,12,8
"880",880,"MCTS-10","Mindist+Opp",5,0,1,906,1123,0,2
"3699",3699,"Mindist+Opp","MCTS-10",0,59,0,1127,902,4,2
"4435",4435,"Mindist+Opp","MCTS-25",0,50,0,1132,962,5,3
"5210",5210,"Mindist+Opp","MCTS-50",16,0,1,1128,1000,4,7
"1377",1377,"MCTS-25","Mindist+Opp",41,0,1,958,1132,4,3
"5200",5200,"Mindist+Opp","MCTS-50",0,2,0,1132,1000,0,3
"805",805,"MCTS-10","Mindist+Opp",16,0,1,901,1133,1,2
"4149",4149,"Mindist+Opp","MCTS-25",0,23,0,1135,956,2,3
"5186",5186,"Mindist+Opp","MCTS-50",0,21,0,1137,998,2,3
"4600",4600,"Mindist+Opp","MCTS-25",22,0,1,1132,961,5,7
"1189",1189,"MCTS-25","Mindist+Opp",39,0,1,957,1136,4,3
"721",721,"MCTS-10","Mindist+Opp",27,0,1,899,1138,2,2
"3811",3811,"Mindist+Opp","MCTS-10",0,11,0,1139,898,1,2
"5482",5482,"Mindist+Opp","MCTS-50",2,0,1,1139,998,0,7
"3003",3003,"Mindist+Opp","MCTS-10",0,45,0,1142,895,3,2
"2435",2435,"MCTS-50","Mindist+Opp",60,0,1,992,1148,6,3
"4075",4075,"Mindist+Opp","MCTS-25",0,50,0,1152,953,4,2
"5207",5207,"Mindist+Opp","MCTS-50",0,44,0,1156,988,4,3
"4206",4206,"Mindist+Opp","MCTS-25",0,60,0,1161,948,5,2
"1460",1460,"MCTS-25","Mindist+Opp",46,0,1,945,1164,3,2
"4556",4556,"Mindist+Opp","MCTS-25",0,60,0,1168,941,4,2
"2564",2564,"MCTS-50","Mindist+Opp",46,0,1,984,1172,4,3
"965",965,"MCTS-10","Mindist+Opp",60,0,1,892,1175,3,2
"2181",2181,"MCTS-50","Mindist+Opp",0,35,0,993,1166,9,8
"5369",5369,"Mindist+Opp","MCTS-50",0,57,0,1171,988,5,3
"2377",2377,"MCTS-50","Mindist+Opp",0,28,0,995,1164,7,7
"5412",5412,"Mindist+Opp","MCTS-50",0,42,0,1168,991,4,3
"2903",2903,"MCTS-50","Mindist+Opp",0,23,0,997,1162,6,7
"5455",5455,"Mindist+Opp","MCTS-50",0,29,0,1165,994,3,3
"869",869,"MCTS-10","Mindist+Opp",60,0,1,889,1168,3,2
"31",31,"MCTS-10","Mindist+Opp",30,0,1,887,1170,2,2
"3420",3420,"Mindist+Opp","MCTS-10",9,0,1,1167,890,3,8
"1062",1062,"MCTS-25","Mindist+Opp",6,0,1,941,1167,0,2
"1233",1233,"MCTS-25","Mindist+Opp",43,0,1,938,1170,3,2
"4125",4125,"Mindist+Opp","MCTS-25",0,7,0,1170,938,0,2
"3049",3049,"Mindist+Opp","MCTS-10",0,31,0,1172,888,2,2
"4617",4617,"Mindist+Opp","MCTS-25",29,0,1,1164,946,8,8
"2848",2848,"MCTS-50","Mindist+Opp",19,0,1,992,1166,2,3
"2431",2431,"MCTS-50","Mindist+Opp",41,0,1,988,1170,4,3
"1518",1518,"MCTS-25","Mindist+Opp",60,0,1,942,1174,4,2
"2156",2156,"MCTS-50","Mindist+Opp",28,0,1,986,1176,2,3
"1980",1980,"MCTS-25","Mindist+Opp",60,0,1,938,1180,4,2
"3964",3964,"Mindist+Opp","MCTS-10",10,0,1,1177,891,3,8
"129",129,"MCTS-10","Mindist+Opp",52,0,1,888,1180,3,2
"301",301,"MCTS-10","Mindist+Opp",2,0,1,888,1180,0,2
"198",198,"MCTS-10","Mindist+Opp",60,0,1,885,1183,3,2
"2596",2596,"MCTS-50","Mindist+Opp",13,0,1,985,1184,1,2
"1151",1151,"MCTS-25","Mindist+Opp",0,3,0,939,1183,1,8
"1409",1409,"MCTS-25","Mindist+Opp",2,0,1,939,1183,0,2
"4626",4626,"Mindist+Opp","MCTS-25",0,35,0,1185,937,2,2
"5008",5008,"Mindist+Opp","MCTS-50",0,13,0,1186,984,1,2
"4974",4974,"Mindist+Opp","MCTS-25",0,49,0,1189,934,3,2
"5901",5901,"Mindist+Opp","MCTS-50",0,19,0,1190,983,1,2
"1760",1760,"MCTS-25","Mindist+Opp",41,0,1,931,1193,3,2
"508",508,"MCTS-10","Mindist+Opp",17,0,1,884,1194,1,1
"2048",2048,"MCTS-50","Mindist+Opp",17,0,1,982,1195,1,2
"5522",5522,"Mindist+Opp","MCTS-50",0,20,0,1197,980,2,2
"5401",5401,"Mindist+Opp","MCTS-50",4,0,1,1196,981,1,8
"105",105,"MCTS-10","Mindist+Opp",0,60,0,901,1179,17,9
"3999",3999,"Mindist+Opp","MCTS-10",0,10,0,1180,900,1,2
"1070",1070,"MCTS-25","Mindist+Opp",18,0,1,930,1181,1,2
"3837",3837,"Mindist+Opp","MCTS-10",0,28,0,1183,898,2,2
"2050",2050,"MCTS-50","Mindist+Opp",16,0,1,980,1184,1,2
"2111",2111,"MCTS-50","Mindist+Opp",0,19,0,985,1179,5,8
"4634",4634,"Mindist+Opp","MCTS-25",23,0,1,1173,936,6,8
"692",692,"MCTS-10","Mindist+Opp",36,0,1,896,1175,2,2
"4786",4786,"Mindist+Opp","MCTS-25",0,41,0,1178,933,3,2
"2675",2675,"MCTS-50","Mindist+Opp",0,60,0,1000,1163,15,8
"2935",2935,"MCTS-50","Mindist+Opp",13,0,1,999,1164,1,3
"715",715,"MCTS-10","Mindist+Opp",0,22,0,902,1158,6,8
"3681",3681,"Mindist+Opp","MCTS-10",0,16,0,1159,901,1,2
"5438",5438,"Mindist+Opp","MCTS-50",0,24,0,1161,997,2,3
"1492",1492,"MCTS-25","Mindist+Opp",34,0,1,931,1163,2,2
"4221",4221,"Mindist+Opp","MCTS-25",26,0,1,1156,938,7,8
"1353",1353,"MCTS-25","Mindist+Opp",0,25,0,944,1150,6,8
"5428",5428,"Mindist+Opp","MCTS-50",0,60,0,1156,991,6,3
"1682",1682,"MCTS-25","Mindist+Opp",37,0,1,941,1159,3,2
"2149",2149,"MCTS-50","Mindist+Opp",38,0,1,988,1162,3,3
"5123",5123,"Mindist+Opp","MCTS-50",0,25,0,1164,986,2,3
"4216",4216,"Mindist+Opp","MCTS-25",50,0,1,1151,954,13,8
"29",29,"MCTS-10","Mindist+Opp",12,0,1,900,1152,1,2
"3724",3724,"Mindist+Opp","MCTS-10",0,22,0,1153,899,1,2
"5704",5704,"Mindist+Opp","MCTS-50",0,15,0,1154,985,1,3
"189",189,"MCTS-10","Mindist+Opp",0,17,0,904,1149,5,8
"2433",2433,"MCTS-50","Mindist+Opp",0,55,0,998,1136,13,7
"3159",3159,"Mindist+Opp","MCTS-10",0,3,0,1136,904,0,2
"446",446,"MCTS-10","Mindist+Opp",7,0,1,904,1136,0,2
"4649",4649,"Mindist+Opp","MCTS-25",0,17,0,1137,953,1,3
"5109",5109,"Mindist+Opp","MCTS-50",0,45,0,1142,993,5,3
"381",381,"MCTS-10","Mindist+Opp",9,0,1,903,1143,1,2
"2704",2704,"MCTS-50","Mindist+Opp",33,0,1,990,1146,3,3
"5160",5160,"Mindist+Opp","MCTS-50",0,21,0,1148,988,2,3
"3529",3529,"Mindist+Opp","MCTS-10",0,60,0,1152,899,4,2
"2946",2946,"MCTS-50","Mindist+Opp",0,49,0,1000,1140,12,7
"1395",1395,"MCTS-25","Mindist+Opp",36,0,1,950,1143,3,3
"4145",4145,"Mindist+Opp","MCTS-25",0,16,0,1144,949,1,2
"4246",4246,"Mindist+Opp","MCTS-25",0,30,0,1146,947,2,2
"1015",1015,"MCTS-25","Mindist+Opp",13,0,1,946,1147,1,2
"2333",2333,"MCTS-50","Mindist+Opp",0,36,0,1008,1139,8,7
"3099",3099,"Mindist+Opp","MCTS-10",0,3,0,1139,899,0,2
"666",666,"MCTS-10","Mindist+Opp",13,0,1,898,1140,1,2
"5849",5849,"Mindist+Opp","MCTS-50",47,0,1,1129,1019,11,7
"4654",4654,"Mindist+Opp","MCTS-25",0,18,0,1131,944,2,3
"1404",1404,"MCTS-25","Mindist+Opp",0,16,0,948,1127,4,7
"4438",4438,"Mindist+Opp","MCTS-25",0,21,0,1129,946,2,3
"375",375,"MCTS-10","Mindist+Opp",28,0,1,896,1131,2,2
"5678",5678,"Mindist+Opp","MCTS-50",0,46,0,1136,1014,5,3
"5594",5594,"Mindist+Opp","MCTS-50",27,0,1,1130,1020,6,7
"239",239,"MCTS-10","Mindist+Opp",39,0,1,893,1133,3,2
"3199",3199,"Mindist+Opp","MCTS-10",25,0,1,1126,900,7,8
"2788",2788,"MCTS-50","Mindist+Opp",25,0,1,1017,1129,3,4
"2988",2988,"MCTS-50","Mindist+Opp",45,0,1,1012,1134,5,3
"44",44,"MCTS-10","Mindist+Opp",60,0,1,896,1138,4,2
"3978",3978,"Mindist+Opp","MCTS-10",0,51,0,1141,893,3,2
"4277",4277,"Mindist+Opp","MCTS-25",0,22,0,1143,944,2,2
"1671",1671,"MCTS-25","Mindist+Opp",4,0,1,944,1143,0,2
